Jabatan,Kode Unit,Judul Unit,Elemen Kompetensi,Kriteria Unjuk Kerja (KUK),,,,,
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,1.1 Profil beban harian dihitung. 1.2 Pertumbuhan beban masa depan diprediksi. 2.1 Diagram satu garis (single line diagram) dirancang. 2.2 Proteksi sistem ditentukan.,,,,,
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,1.1 Kapasitas transformator dan kabel dipilih sesuai beban industri. 1.2 Motor control center (MCC) dirancang. 2.1 Layout peralatan dibuat. 2.2 Jadwal kabel disusun.,,,,,
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,1.1 Algoritma kontrol PLC/DCS disusun. 1.2 HMI dirancang untuk monitoring. 2.1 Sensor dan aktuator dipilih sesuai parameter proses. 2.2 Jaringan komunikasi data industri dikonfigurasi.,,,,,
Insinyur Elektro,M.71IEN00.007.1,Melakukan Analisis Aliran Daya dan Hubung Singkat,Melakukan pemodelan sistem dan Mengevaluasi hasil simulasi.,1.1 Data parameter peralatan diinput ke perangkat lunak simulasi. 2.1 Drop tegangan dianalisis. 2.2 Arus hubung singkat dihitung untuk setting proteksi.,,,,,
Insinyur Elektro,M.71IEN00.008.1,Merancang Sistem Proteksi Tenaga Listrik,Menentukan koordinasi proteksi dan Memilih gawai proteksi.,1.1 Kurva koordinasi relai dibuat. 2.1 Pemutus tenaga (Circuit Breaker) dipilih sesuai rating. 2.2 Sistem pentanahan (grounding) dirancang.,,,,,
Insinyur Elektro,M.71IEN00.009.1,Melakukan Studi Kelayakan Proyek Elektro,Melakukan analisis teknis dan Melakukan analisis ekonomi.,1.1 Ketersediaan teknologi dievaluasi. 2.1 Biaya investasi (CAPEX) dan operasional (OPEX) dihitung. 2.2 Nilai NPV dan IRR dianalisis.,,,,,
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,1.1 WBS proyek dibuat. 1.2 Kurva S dipantau. 2.1 Kebutuhan material dan tenaga kerja dikoordinasikan. 2.2 Anggaran proyek dikendalikan.,,,,,
Insinyur Elektro,M.71IEN00.011.1,Melakukan Pengadaan Barang dan Jasa Teknik,Menyusun dokumen tender dan Melakukan evaluasi penawaran.,1.1 Spesifikasi teknis (RKS) disusun. 2.1 Klarifikasi teknis dilakukan dengan vendor. 2.2 Penilaian teknis dan harga diberikan secara objektif.,,,,,
Insinyur Elektro,M.71IEN00.012.1,Melaksanakan Supervisi Konstruksi Elektro,Memeriksa kesesuaian lapangan dan Menyetujui metode kerja.,1.1 Pemasangan peralatan dipastikan sesuai gambar desain. 2.1 Prosedur instalasi vendor diperiksa. 2.2 Kendala teknis di lapangan diselesaikan melalui instruksi lapangan.,,,,,
Insinyur Elektro,M.71IEN00.013.1,Melakukan Testing dan Commissioning Sistem,Melakukan uji individu alat dan Melakukan uji fungsi sistem terintegrasi.,1.1 Uji tahanan isolasi dan kontinuitas dilakukan. 2.1 Sistem diuji coba dalam kondisi beban. 2.2 Berita Acara Commissioning disusun.,,,,,
Insinyur Elektro,M.71IEN00.014.1,Mengelola Operasi Sistem Tenaga Listrik,Mengatur pembebanan dan Menjaga kualitas daya.,1.1 Pengaturan jadwal pembangkitan dilakukan. 2.1 Frekuensi dan tegangan dijaga dalam batas toleransi. 2.2 Manuver jaringan dilakukan saat gangguan.,,,,,
Insinyur Elektro,M.71IEN00.015.1,Melakukan Pemeliharaan Peralatan Listrik,Menyusun program pemeliharaan dan Menganalisis hasil pemeliharaan.,1.1 Jadwal preventif dan prediktif dibuat. 2.1 Riwayat kerusakan alat dianalisis. 2.2 Tindakan perbaikan (corrective) ditentukan.,,,,,
Insinyur Elektro,M.71IEN00.016.1,Melakukan Audit Energi,Mengukur penggunaan energi dan Memberikan rekomendasi efisiensi.,1.1 Pengukuran konsumsi listrik dilakukan di titik beban utama. 2.1 Peluang hemat energi (PHE) diidentifikasi. 2.2 Analisis biaya manfaat efisiensi energi disusun.,,,,,
Insinyur Elektro,M.71IEN00.017.1,Menerapkan Standar dan Regulasi Ketenagalistrikan,Menelaah regulasi terbaru dan Memastikan kepatuhan desain.,"1.1 Standar PUIL, IEC, atau ANSI dipatuhi. 2.1 Peraturan pemerintah tentang keselamatan ketenagalistrikan diterapkan.",,,,,
Insinyur Elektro,M.71IEN00.018.1,Merancang Sistem Energi Terbarukan,Menganalisis potensi sumber energi dan Merancang sistem konversi energi.,1.1 Potensi matahari/angin/air dipetakan. 2.1 Sistem interkoneksi ke jala-jala listrik (grid) dirancang. 2.2 Penyimpanan energi (baterai) dikonfigurasi.,,,,,
Insinyur Elektro,M.71IEN00.019.1,Menggunakan Perangkat Lunak Teknik Elektro,Mengoperasikan software desain dan Mengelola data teknis digital.,1.1 Software CAD atau pemodelan sistem digunakan secara mahir. 2.1 Integritas data desain digital dijaga.,,,,,
Insinyur Elektro,M.71IEN00.020.1,Mengelola Rantai Pasok Keinsinyuran,Mengevaluasi rantai pasokan dan Mengelola hubungan vendor.,1.1 Strategi pembelian material utama disusun. 1.2 Sistem evaluasi efektivitas pasokan diterapkan. 2.1 Kerjasama kolaboratif dengan mitra teknis dijalankan.,,,,,
Insinyur Teknik Industri,M.71IEN01.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur profesional,1.1 Kode etik keinsinyuran dipahami sesuai standar organisasi profesi. 1.2 Integritas dalam praktik profesional dijaga secara konsisten.,,,,,
Insinyur Teknik Industri,M.71IEN01.002.1,Melakukan Komunikasi Teknis yang Efektif,Menyusun laporan teknis keinsinyuran,1.1 Struktur laporan disusun sesuai standar teknis. 1.2 Informasi teknis disajikan dengan akurat dan mudah dipahami.,,,,,
Insinyur Teknik Industri,M.71IEN01.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengelola risiko keselamatan dan kesehatan kerja,1.1 Bahaya di tempat kerja diidentifikasi secara dini. 1.2 Prosedur mitigasi risiko K3 diterapkan sesuai regulasi yang berlaku.,,,,,
Industrial Engineer,M.71IEN01.004.1,Melakukan Analisis dan Perancangan Sistem Kerja,Melakukan pengukuran kerja,1.1 Metode pengukuran kerja dipilih berdasarkan karakteristik pekerjaan. 1.2 Waktu standar ditetapkan untuk mengoptimalkan produktivitas.,,,,,
Industrial Engineer,M.71IEN01.004.1,Melakukan Analisis dan Perancangan Sistem Kerja,Merancang tata letak fasilitas (Plant Layout),2.1 Aliran material dianalisis untuk efisiensi perpindahan. 2.2 Penempatan mesin dan stasiun kerja dirancang secara ergonomis.,,,,,
Industrial Engineer,M.71IEN01.005.1,Melakukan Perencanaan dan Pengendalian Produksi,Menyusun rencana produksi induk (Master Production Schedule),1.1 Kapasitas produksi dihitung berdasarkan ketersediaan sumber daya. 1.2 Jadwal produksi disusun sesuai dengan target permintaan pasar.,,,,,
Industrial Engineer,M.71IEN01.006.1,Mengelola Manajemen Kualitas,Menerapkan pengendalian kualitas statistik,1.1 Parameter kualitas produk ditentukan. 1.2 Alat kendali statistik (control chart) digunakan untuk memantau variasi proses.,,,,,
Industrial Engineer,M.71IEN01.006.1,Mengelola Manajemen Kualitas,Melakukan perbaikan berkelanjutan (Continuous Improvement),2.1 Akar penyebab masalah kualitas dianalisis. 2.2 Tindakan korektif dan preventif diimplementasikan untuk mengurangi produk cacat.,,,,,
Industrial Engineer,M.71IEN01.007.1,Melakukan Analisis Ekonomi Teknik,Melakukan evaluasi kelayakan finansial,"1.1 Arus kas proyek diestimasi dengan cermat. 1.2 Parameter ekonomi seperti NPV, IRR, dan Payback Period dihitung untuk pengambilan keputusan.",,,,,
Industrial Engineer,M.71IEN01.008.1,Mengelola Rantai Pasok (Supply Chain),Mengoptimalkan manajemen inventori,1.1 Level stok minimum dan maksimum ditentukan. 1.2 Kebijakan pemesanan kembali (reorder point) diterapkan untuk mencegah kekurangan stok.,,,,,
Industrial Engineer,M.71IEN01.009.1,Merancang Sistem Informasi Industri,Mengidentifikasi kebutuhan sistem informasi,1.1 Kebutuhan data operasional dipetakan. 1.2 Aliran informasi antar departemen didokumentasikan dalam diagram alir.,,,,,
Industrial Engineer,M.71IEN01.010.1,Melakukan Pemodelan dan Simulasi Sistem,Membangun model simulasi sistem,1.1 Logika sistem diterjemahkan ke dalam parameter model. 1.2 Validasi dan verifikasi model dilakukan terhadap data riil di lapangan.,,,,,
Industrial Engineer,M.71IEN01.011.1,Mengelola Proyek Teknik Industri,Melakukan perencanaan jadwal proyek,1.1 Aktivitas proyek diidentifikasi menggunakan WBS. 1.2 Jalur kritis (Critical Path Method) ditentukan untuk memastikan proyek tepat waktu.,,,,,
Insinyur Profesional,M.71IEN01.012.1,Menerapkan Manajemen Inovasi dan Teknologi,Melakukan penilaian teknologi,1.1 Kesiapan teknologi (TRL) dievaluasi. 1.2 Potensi penerapan teknologi baru untuk efisiensi operasional dianalisis.,,,,,
Insinyur Profesional,M.71IEN01.013.1,Melakukan Strategi Organisasi dan Bisnis,Menyusun analisis SWOT organisasi,1.1 Faktor internal dan eksternal organisasi dipetakan. 1.2 Strategi pengembangan bisnis dirumuskan berdasarkan posisi pasar.,,,,,
Industrial Engineer,M.71IEN01.014.1,Melakukan Perancangan Produk,Mengembangkan konsep produk baru,1.1 Spesifikasi teknis produk disusun berdasarkan kebutuhan konsumen. 1.2 Desain purwarupa diuji fungsinya sebelum produksi massal.,,,,,
Industrial Engineer,M.71IEN01.015.1,Melakukan Pengelolaan Logistik,Mengelola sistem pergudangan,1.1 Prosedur penerimaan dan pengeluaran barang diatur. 1.2 Efisiensi ruang gudang dioptimalkan melalui sistem penyimpanan yang tepat.,,,,,
Industrial Engineer,M.71IEN01.016.1,Mengelola Fasilitas Industri,Merencanakan pemeliharaan fasilitas,1.1 Jadwal perawatan preventif disusun untuk mencegah kerusakan mesin. 1.2 Riwayat kerusakan fasilitas didokumentasikan untuk evaluasi kinerja.,,,,,
Industrial Engineer,M.71IEN01.017.1,Melaksanakan Ergonomi di Lingkungan Kerja,Menilai beban kerja fisik dan mental,"1.1 Kondisi lingkungan kerja (pencahayaan, kebisingan) diukur. 1.2 Postur kerja karyawan dianalisis untuk mencegah cedera otot rangka.",,,,,
Insinyur Teknik Industri,M.71IEN01.018.1,Mengelola Sumber Daya Manusia Teknik,Melakukan penilaian kinerja tim teknis,1.1 Indikator kinerja utama (KPI) ditetapkan untuk tim. 1.2 Evaluasi hasil kerja dilakukan secara objektif untuk pengembangan kompetensi.,,,,,
Env. Specialist,B.06SML00.001.1,Mengidentifikasi Aspek dan Dampak Lingkungan,Menentukan aspek lingkungan dan Mengevaluasi dampak lingkungan.,1.1 Kegiatan organisasi diinventarisasi. 1.2 Unsur kegiatan yang berinteraksi dengan lingkungan diidentifikasi. 2.1 Signifikansi dampak dinilai berdasarkan kriteria. 2.2 Prioritas penanganan dampak disusun.,,,,,
Env. Specialist,B.06SML00.002.1,Menentukan Kewajiban Penaatan Lingkungan,Mengidentifikasi peraturan dan Mengevaluasi kepatuhan.,1.1 Peraturan lingkungan hidup diinventarisasi. 1.2 Persyaratan relevan diidentifikasi. 2.1 Pemenuhan regulasi diperiksa rutin. 2.2 Kesenjangan penaatan diidentifikasi.,,,,,
Env. Specialist,B.06SML00.003.1,Menyusun Kebijakan Lingkungan,Merumuskan draf kebijakan dan Mengomunikasikan kebijakan.,1.1 Komitmen perlindungan lingkungan ditetapkan. 1.2 Kerangka sasaran lingkungan disusun. 2.1 Kebijakan disosialisasikan. 2.2 Akses publik disediakan.,,,,,
Env. Planner,B.06SML00.004.1,Menetapkan Sasaran dan Program Lingkungan,Menetapkan sasaran dan Menyusun rencana program.,1.1 Sasaran ditetapkan pada fungsi relevan. 1.2 Indikator kinerja (EPI) ditentukan. 2.1 Sumber daya dialokasikan. 2.2 Penanggung jawab dan jadwal ditetapkan.,,,,,
Env. Officer,B.06SML00.005.1,Melaksanakan Pengendalian Operasional Lingkungan,"Menerapkan prosedur, Mengelola limbah/emisi dan Tanggap darurat.",1.1 Kriteria operasional ditetapkan. 2.1 Penanganan limbah sesuai standar. 2.2 Pemantauan emisi dilakukan. 3.1 Potensi darurat diidentifikasi. 3.2 Prosedur respon diuji coba.,,,,,
Env. Auditor,B.06SML00.006.1,Melaksanakan Audit Internal SML,"Merencanakan audit, Mengumpulkan bukti dan Melaporkan hasil.",1.1 Ruang lingkup ditetapkan. 1.2 Tim auditor dipilih. 2.1 Observasi dan wawancara dilakukan. 2.2 Temuan didokumentasikan. 3.1 Rekomendasi perbaikan diajukan.,,,,,
Manager,B.06SML00.007.1,Melakukan Tinjauan Manajemen SML,"Menyiapkan input, Mengevaluasi sistem dan Menetapkan output.",1.1 Data kinerja lingkungan dikumpulkan. 2.1 Efektivitas sistem dinilai. 3.1 Keputusan perbaikan ditetapkan. 3.2 Arahan strategis diterbitkan.,,,,,
Operasional LKM,K.64LKM00.001.1,Melaksanakan Budaya Kerja dan Etika Bisnis,Menerapkan budaya kerja organisasi,1.1 Budaya kerja organisasi diidentifikasi sesuai visi dan misi. 1.2 Budaya kerja diimplementasikan dalam aktivitas harian. 1.3 Perilaku kerja dievaluasi berdasarkan standar etika.,,,,,
Operasional LKM,K.64LKM00.001.1,Melaksanakan Budaya Kerja dan Etika Bisnis,Melaksanakan etika bisnis,2.1 Prinsip transparansi dan akuntabilitas diterapkan dalam layanan. 2.2 Benturan kepentingan dihindari sesuai kebijakan perusahaan.,,,,,
Analisis Pembiayaan,K.64LKM00.003.1,Melakukan Analisis Kelayakan Pinjaman atau Pembiayaan,Melakukan verifikasi data calon debitur,1.1 Identitas dan legalitas calon debitur diperiksa keabsahannya. 1.2 Dokumen pendukung pinjaman divalidasi keakuratannya. 1.3 Riwayat kredit dicek melalui sistem informasi debitur.,,,,,
Analisis Pembiayaan,K.64LKM00.003.1,Melakukan Analisis Kelayakan Pinjaman atau Pembiayaan,"Menilai aspek 5C (Character, Capacity, Capital, Collateral, Condition)",2.1 Watak dan niat baik debitur dinilai. 2.2 Kemampuan membayar (repayment capacity) dihitung. 2.3 Jaminan dinilai secara fisik dan legal.,,,,,
Kasir/Teller LKM,K.64LKM00.005.1,Melakukan Transaksi Kas,Melakukan penerimaan kas,1.1 Jumlah uang tunai dihitung di depan nasabah. 1.2 Keaslian uang diperiksa secara manual atau alat deteksi. 1.3 Bukti transaksi (slip) divalidasi dan ditandatangani.,,,,,
Kasir/Teller LKM,K.64LKM00.005.1,Melakukan Transaksi Kas,Melakukan pengeluaran kas,2.1 Dana yang dikeluarkan dipastikan sesuai instruksi penarikan. 2.2 Ketersediaan saldo nasabah diverifikasi sebelum pembayaran. 2.3 Saldo kas akhir hari dicocokkan (rekonsiliasi).,,,,,
Pemasaran/AO,K.64LKM00.007.1,Melakukan Pemasaran Produk LKM,Mengidentifikasi potensi pasar,1.1 Wilayah pemasaran dipetakan berdasarkan target audiens. 1.2 Kebutuhan keuangan masyarakat sekitar dianalisis.,,,,,
Pemasaran/AO,K.64LKM00.007.1,Melakukan Pemasaran Produk LKM,Melakukan sosialisasi dan edukasi produk,2.1 Keunggulan produk tabungan/pembiayaan dipresentasikan. 2.2 Tata cara menjadi nasabah dijelaskan secara transparan.,,,,,
Kolektor,K.64LKM00.009.1,Melakukan Penagihan Pinjaman atau Pembiayaan,Melakukan pemantauan tunggakan,1.1 Daftar nominatif piutang bermasalah diidentifikasi. 1.2 Umur piutang (aging schedule) dianalisis.,,,,,
Kolektor,K.64LKM00.009.1,Melakukan Penagihan Pinjaman atau Pembiayaan,Melaksanakan kunjungan penagihan,2.1 Pendekatan persuasif dilakukan kepada nasabah menunggak. 2.2 Kesepakatan jadwal pembayaran kembali didokumentasikan.,,,,,
Manajer LKM,K.64LKM00.012.1,Menyusun Rencana Kerja dan Anggaran,Menyusun target operasional tahunan,1.1 Target pertumbuhan aset dan laba ditentukan. 1.2 Alokasi biaya operasional dihitung berdasarkan prioritas.,,,,,
Manajer LKM,K.64LKM00.012.1,Menyusun Rencana Kerja dan Anggaran,Menetapkan indikator kinerja utama (KPI),2.1 Standar keberhasilan pencapaian target dirumuskan. 2.2 Rencana kerja dikomunikasikan kepada seluruh staf.,,,,,
Kepatuhan,K.64LKM00.015.1,Menerapkan Manajemen Risiko LKM,Mengidentifikasi risiko operasional,1.1 Potensi kegagalan sistem dan manusia dipetakan. 1.2 Kejadian kerugian (loss events) dicatat dalam database.,,,,,
Kepatuhan,K.64LKM00.015.1,Menerapkan Manajemen Risiko LKM,Menentukan langkah mitigasi risiko,2.1 Prosedur operasional standar (SOP) diperbarui. 2.2 Kontrol internal diterapkan untuk meminimalkan risiko fraud.,,,,,
Compliance Officer,K.64LKM00.017.1,Menerapkan Program APU dan PPT,Melakukan Customer Due Diligence (CDD),1.1 Profil nasabah berisiko tinggi diidentifikasi. 1.2 Sumber dana nasabah diverifikasi.,,,,,
Compliance Officer,K.64LKM00.017.1,Menerapkan Program APU dan PPT,Melaporkan transaksi mencurigakan,2.1 Transaksi keuangan yang menyimpang dipantau. 2.2 Laporan dikirimkan ke otoritas (PPATK) sesuai prosedur.,,,,,
Akuntansi,K.64LKM00.020.1,Menyusun Laporan Keuangan LKM,Melakukan pencatatan jurnal transaksi,1.1 Transaksi harian diinput ke dalam sistem akuntansi. 1.2 Dokumen sumber (voucher) divalidasi keabsahannya.,,,,,
Akuntansi,K.64LKM00.020.1,Menyusun Laporan Keuangan LKM,Menyusun neraca dan laporan laba rugi,2.1 Saldo akun buku besar disesuaikan pada akhir periode. 2.2 Laporan keuangan disusun sesuai Standar Akuntansi Keuangan (SAK) yang berlaku.,,,,,
Penyelia LKM,K.64LKM00.022.1,Melakukan Supervisi Operasional,Melakukan otorisasi transaksi,1.1 Transaksi di atas plafon tertentu diverifikasi dan disetujui. 1.2 Koreksi kesalahan input data dipastikan kebenarannya.,,,,,
Penyelia LKM,K.64LKM00.022.1,Melakukan Supervisi Operasional,Mengevaluasi kinerja staf,2.1 Kedisiplinan dan produktivitas staf dipantau. 2.2 Arahan dan pembinaan diberikan untuk pencapaian target.,,,,,
Audit Internal,K.64LKM00.021.1,Melakukan Audit Kepatuhan,Menentukan ruang lingkup audit dan Melaksanakan prosedur audit.,1.1 Bidang atau unit yang akan diaudit ditentukan berdasarkan profil risiko. 1.2 Program kerja audit disusun sesuai standar internal. 2.1 Bukti-bukti transaksi diperiksa kecocokannya dengan peraturan. 2.2 Temuan ketidakpatuhan didokumentasikan dalam kertas kerja audit.,,,,,
Audit Internal,K.64LKM00.021.1,Melakukan Audit Kepatuhan,Menyusun laporan hasil audit.,3.1 Kesimpulan hasil audit dirumuskan secara objektif. 3.2 Saran perbaikan disampaikan kepada manajemen untuk ditindaklanjuti.,,,,,
Manajemen LKM,K.64LKM00.022.1,Menyusun Kebijakan dan Prosedur Intern,Mengidentifikasi kebutuhan kebijakan dan Membuat draf kebijakan/SOP.,1.1 Dasar hukum dan perkembangan bisnis terkini diidentifikasi sebagai referensi. 1.2 Struktur kebijakan disusun sesuai tata kelola yang baik. 2.1 Alur kerja (flowchart) dibuat secara sistematis. 2.2 Prosedur kerja ditulis dengan bahasa yang mudah dipahami.,,,,,
Sistem Informasi,K.64LKM00.023.1,Mengelola Teknologi Informasi LKM,Memantau keamanan data dan Mengelola infrastruktur TI.,1.1 Hak akses pengguna (user access) diatur sesuai kewenangan. 1.2 Pencadangan data (backup) dilakukan secara rutin. 2.1 Ketersediaan jaringan dan perangkat pendukung dipastikan optimal. 2.2 Masalah teknis pada sistem diselesaikan sesuai tingkat layanan.,,,,,
Tata Kelola,K.64LKM00.024.1,Menerapkan Prinsip Tata Kelola yang Baik (GCG),Melaksanakan prinsip transparansi dan Menerapkan akuntabilitas.,1.1 Laporan tahunan disediakan bagi pemangku kepentingan. 1.2 Informasi mengenai produk dan risiko disampaikan secara terbuka. 2.1 Pembagian tugas (segregation of duties) diterapkan dengan jelas. 2.2 Mekanisme pertanggungjawaban pengurus dilaksanakan secara berkala.,,,,,
Kepatuhan,K.64LKM00.025.1,Melakukan Identifikasi Peraturan Terkini,Memantau regulasi baru dan Menganalisis dampak regulasi.,1.1 Informasi peraturan terbaru dari otoritas (OJK/Kemenaker) dipantau secara aktif. 1.2 Ringkasan perubahan aturan disusun. 2.1 Kesenjangan antara prosedur lama dengan aturan baru diidentifikasi. 2.2 Usulan penyesuaian kebijakan diajukan kepada direksi.,,,,,
SDM LKM,K.64LKM00.026.1,Mengelola Pengembangan Kompetensi Pegawai,Menganalisis kebutuhan pelatihan dan Mengevaluasi hasil pengembangan.,1.1 Kesenjangan kompetensi pegawai diidentifikasi berdasarkan standar SKKNI. 1.2 Rencana pelatihan disusun sesuai anggaran dan target. 2.1 Efektivitas pelatihan dinilai dari perubahan kinerja. 2.2 Sertifikasi kompetensi difasilitasi bagi pegawai yang memenuhi syarat.,,,,,
Konsultan Pemasaran,M.70KMP00.001.1,Melaksanakan Analisis Situasi Pasar,Mengidentifikasi kebutuhan pasar,1.1 Tren pasar terkini diidentifikasi dari berbagai sumber informasi. 1.2 Perilaku konsumen dianalisis sesuai dengan segmentasi pasar. 1.3 Peluang dan ancaman pasar dipetakan berdasarkan data riil.,,,,,
Konsultan Pemasaran,M.70KMP00.001.1,Melaksanakan Analisis Situasi Pasar,Melakukan analisis kompetitor,2.1 Kekuatan dan kelemahan pesaing utama diidentifikasi. 2.2 Strategi pemasaran kompetitor dievaluasi efektivitasnya. 2.3 Posisi relatif perusahaan terhadap kompetitor ditentukan.,,,,,
Pakar Strategi,M.70KMP00.002.1,Merumuskan Strategi Pemasaran,"Menetapkan segmentasi, targeting, dan positioning (STP)",1.1 Variabel segmentasi ditentukan untuk mengelompokkan pasar. 1.2 Target pasar dipilih berdasarkan potensi keuntungan. 1.3 Strategi positioning dirumuskan untuk membangun citra merek unik.,,,,,
Pakar Strategi,M.70KMP00.002.1,Merumuskan Strategi Pemasaran,Mengembangkan bauran pemasaran (Marketing Mix),2.1 Strategi produk dikembangkan sesuai kebutuhan target pasar. 2.2 Kebijakan harga ditetapkan dengan mempertimbangkan nilai pelanggan. 2.3 Saluran distribusi dan taktik promosi direncanakan secara terintegrasi.,,,,,
Brand Analyst,M.70KMP00.003.1,Mengelola Strategi Merek,Membangun ekuitas merek,1.1 Identitas visual dan nilai inti merek dirumuskan. 1.2 Kesadaran merek (brand awareness) ditingkatkan melalui program komunikasi. 1.3 Asosiasi merek yang positif dibangun di benak konsumen.,,,,,
Brand Analyst,M.70KMP00.003.1,Mengelola Strategi Merek,Melakukan audit merek secara berkala,2.1 Persepsi konsumen terhadap merek diukur melalui riset. 2.2 Konsistensi penggunaan identitas merek di seluruh kanal diperiksa. 2.3 Rekomendasi revitalisasi merek disusun jika diperlukan.,,,,,
Product Manager,M.70KMP00.004.1,Merencanakan Pengembangan Produk Baru,Melakukan penyaringan ide produk,1.1 Ide produk dikumpulkan dari berbagai sumber kreativitas. 1.2 Konsep produk dievaluasi berdasarkan kelayakan teknis dan ekonomi. 1.3 Produk purwarupa (prototype) disiapkan untuk pengujian.,,,,,
Product Manager,M.70KMP00.004.1,Merencanakan Pengembangan Produk Baru,Melakukan uji pasar (Test Marketing),2.1 Skenario pengujian pasar disusun untuk kelompok terbatas. 2.2 Respon konsumen terhadap fitur dan harga produk dianalisis. 2.3 Rencana peluncuran produk disempurnakan berdasarkan hasil uji.,,,,,
Marketing Communication,M.70KMP00.005.1,Mengelola Komunikasi Pemasaran Terpadu,Menyusun rencana media promosi,1.1 Kanal media dipilih berdasarkan jangkauan target audiens. 1.2 Alokasi anggaran promosi ditentukan per periode waktu. 1.3 Jadwal penayangan iklan disusun secara sistematis.,,,,,
Marketing Communication,M.70KMP00.005.1,Mengelola Komunikasi Pemasaran Terpadu,Mengevaluasi efektivitas kampanye,"2.1 Capaian KPI (jangkauan, interaksi, konversi) diukur. 2.2 Dampak kampanye terhadap peningkatan penjualan dianalisis. 2.3 Laporan evaluasi komunikasi pemasaran disusun untuk manajemen.",,,,,
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Mengelola aset platform digital,1.1 Situs web dan media sosial dioptimasi untuk pengalaman pengguna. 1.2 Konten pemasaran digital diproduksi sesuai kalender konten. 1.3 Strategi SEO diterapkan untuk meningkatkan visibilitas organik.,,,,,
Digital Strategist,M.70KMP00.008.1,Melaksanakan Pemasaran Digital,Menganalisis metrik pemasaran digital,2.1 Data trafik dan perilaku pengunjung platform dianalisis. 2.2 Tingkat konversi dari kanal digital dihitung. 2.3 Penyesuaian strategi dilakukan berdasarkan data analitik harian.,,,,,
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Membangun database pelanggan,1.1 Profil dan riwayat transaksi pelanggan dikumpulkan secara sistematis. 1.2 Pelanggan dikategorikan berdasarkan nilai (CLV). 1.3 Sistem keamanan data pelanggan dipastikan terjaga.,,,,,
Customer Relation,M.70KMP00.010.1,Mengelola Hubungan Pelanggan (CRM),Melaksanakan program loyalitas,2.1 Skema poin atau reward dirancang untuk meningkatkan retensi. 2.2 Komunikasi personal dikirimkan kepada pelanggan setia. 2.3 Tingkat kepuasan pelanggan diukur melalui survei berkala.,,,,,
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Menetapkan target penjualan tim,1.1 Sasaran volume dan nilai penjualan ditentukan per wilayah. 1.2 Kuota penjualan diberikan kepada setiap anggota tim sales. 1.3 Struktur insentif disusun untuk memotivasi pencapaian target.,,,,,
Sales Manager,M.70KMP00.012.1,Mengelola Manajemen Penjualan,Melakukan pembinaan (Coaching) tim sales,2.1 Kinerja harian tim dipantau melalui laporan aktivitas. 2.2 Kendala dalam proses negosiasi diidentifikasi dan diberikan solusi. 2.3 Pelatihan teknik penjualan dilakukan secara berkesinambungan.,,,,,
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memilih mitra distribusi,1.1 Calon distributor dievaluasi berdasarkan cakupan wilayah dan reputasi. 1.2 Perjanjian kerja sama distribusi dirumuskan secara legal. 1.3 Standar pelayanan minimal bagi mitra ditetapkan.,,,,,
Distribution Planner,M.70KMP00.015.1,Mengelola Saluran Distribusi,Memantau kinerja rantai distribusi,2.1 Ketersediaan stok di tingkat pengecer dipastikan stabil. 2.2 Efisiensi biaya pengiriman barang dievaluasi. 2.3 Konflik antar saluran distribusi dikelola agar tidak merugikan merek.,,,,,
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Merancang instrumen penelitian,1.1 Kuesioner atau panduan wawancara disusun sesuai tujuan riset. 1.2 Metode pengambilan sampel (sampling) ditentukan. 1.3 Validitas instrumen diuji melalui studi pendahuluan.,,,,,
Market Researcher,M.70KMP00.020.1,Melakukan Riset Pemasaran Primer,Mengolah dan menyajikan data riset,2.1 Data lapangan dibersihkan dan dimasukkan ke sistem statistik. 2.2 Temuan riset divisualisasikan dalam bentuk grafik dan tabel. 2.3 Rekomendasi strategis dirumuskan berdasarkan hasil temuan riset.,,,,,
Pemasaran,M.70KMP00.021.1,Melaksanakan Komunikasi Pemasaran,Menyiapkan materi komunikasi pemasaran dan Melaksanakan kegiatan komunikasi.,1.1 Pesan pemasaran disusun sesuai target audiens. 1.2 Media komunikasi dipilih berdasarkan efektivitas jangkauan. 2.1 Pesan disampaikan melalui saluran yang ditetapkan. 2.2 Respon audiens dipantau dan didokumentasikan.,,,,,
